timestamp,message,logStreamName
1725806351716,"2024/09/08 14:39:11 hello world function executed in 23 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806352072,"2024/09/08 14:39:12 hello world function executed in 15 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806352105,"2024/09/08 14:39:12 hello world function executed in 38 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806352499,"2024/09/08 14:39:12 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806352513,"2024/09/08 14:39:12 hello world function executed in 27 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806352913,"2024/09/08 14:39:12 hello world function executed in 25 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806352965,"2024/09/08 14:39:12 hello world function executed in 60 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806353313,"2024/09/08 14:39:13 hello world function executed in 20 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806353318,"2024/09/08 14:39:13 hello world function executed in 27 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806353654,"2024/09/08 14:39:13 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806356700,"2024/09/08 14:39:16 hello world function executed in 30 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806357016,"2024/09/08 14:39:17 hello world function executed in 27 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806357019,"2024/09/08 14:39:17 hello world function executed in 16 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806357360,"2024/09/08 14:39:17 hello world function executed in 30 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806357375,"2024/09/08 14:39:17 hello world function executed in 45 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806357702,"2024/09/08 14:39:17 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806357711,"2024/09/08 14:39:17 hello world function executed in 21 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806358080,"2024/09/08 14:39:18 hello world function executed in 48 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806361115,"2024/09/08 14:39:21 hello world function executed in 33 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806361463,"2024/09/08 14:39:21 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806361467,"2024/09/08 14:39:21 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806361834,"2024/09/08 14:39:21 hello world function executed in 20 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806361866,"2024/09/08 14:39:21 hello world function executed in 40 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806362247,"2024/09/08 14:39:22 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806363213,"2024/09/08 14:39:23 hello world function executed in 14 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806363538,"2024/09/08 14:39:23 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806363555,"2024/09/08 14:39:23 hello world function executed in 19 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806363888,"2024/09/08 14:39:23 hello world function executed in 25 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806363897,"2024/09/08 14:39:23 hello world function executed in 28 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806364236,"2024/09/08 14:39:24 hello world function executed in 22 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806364239,"2024/09/08 14:39:24 hello world function executed in 19 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806364615,"2024/09/08 14:39:24 hello world function executed in 21 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806364617,"2024/09/08 14:39:24 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806364959,"2024/09/08 14:39:24 hello world function executed in 17 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806367976,"2024/09/08 14:39:27 hello world function executed in 26 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
